species,authority,url
Amerotyphlops montanum,"GRABOSKI, ARREDONDO, GRAZZIOTIN, GUERRA-FUENTES, SILVA, PRUDENTE, PINTO, RODRIGUES, BONATTO & ZAHER, 2022",https://reptile-database.reptarium.cz/Amerotyphlops/montanum?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops paucisquamus,"(DIXON & HENDRICKS, 1979)",https://reptile-database.reptarium.cz/Amerotyphlops/paucisquamus?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops reticulatus,"(LINNAEUS, 1758)",https://reptile-database.reptarium.cz/Amerotyphlops/reticulatus?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops stadelmani,"(SCHMIDT, 1936)",https://reptile-database.reptarium.cz/Amerotyphlops/stadelmani?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops tasymicris,"(THOMAS, 1974)",https://reptile-database.reptarium.cz/Amerotyphlops/tasymicris?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops tenuis,"(SALVIN, 1860)",https://reptile-database.reptarium.cz/Amerotyphlops/tenuis?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops trinitatus,"(RICHMOND, 1965)",https://reptile-database.reptarium.cz/Amerotyphlops/trinitatus?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops tycherus,"(TOWNSEND, WILSON, KETZLER & LUQUE-MONTES, 2008)",https://reptile-database.reptarium.cz/Amerotyphlops/tycherus?search_param=%28%28taxon%3D%27snake%27%29%29
Amerotyphlops yonenagae,"(RODRIGUES, 1991)",https://reptile-database.reptarium.cz/Amerotyphlops/yonenagae?search_param=%28%28taxon%3D%27snake%27%29%29
Amnesteophis melanauchen,"(JAN, 1863)",https://reptile-database.reptarium.cz/Amnesteophis/melanauchen?search_param=%28%28taxon%3D%27snake%27%29%29
Amnisiophis amoenus,"(JAN, 1863)",https://reptile-database.reptarium.cz/Amnisiophis/amoenus?search_param=%28%28taxon%3D%27snake%27%29%29
Amphiesma monticola,"(JERDON, 1853)",https://reptile-database.reptarium.cz/Amphiesma/monticola?search_param=%28%28taxon%3D%27snake%27%29%29
Amphiesma stolatum,"(LINNAEUS, 1758)",https://reptile-database.reptarium.cz/Amphiesma/stolatum?search_param=%28%28taxon%3D%27snake%27%29%29
Amphiesmoides ornaticeps,"(WERNER, 1924)",https://reptile-database.reptarium.cz/Amphiesmoides/ornaticeps?search_param=%28%28taxon%3D%27snake%27%29%29
Amplorhinus multimaculatus,"SMITH, 1847",https://reptile-database.reptarium.cz/Amplorhinus/multimaculatus?search_param=%28%28taxon%3D%27snake%27%29%29
Anguiculus dicaprioi,"MIRZA, BHARDWAJ, PAL, LALREMSANGA, VOGEL, CAMPBELL & PATEL, 2024",https://reptile-database.reptarium.cz/Anguiculus/dicaprioi?search_param=%28%28taxon%3D%27snake%27%29%29
Anguiculus rappii,"(GÜNTHER, 1860)",https://reptile-database.reptarium.cz/Anguiculus/rappii?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios affinis,"(BOULENGER, 1889)",https://reptile-database.reptarium.cz/Anilios/affinis?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios ammodytes,"(MONTAGUE, 1914)",https://reptile-database.reptarium.cz/Anilios/ammodytes?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios aspina,"(COUPER, COVACEVICH & WILSON, 1998)",https://reptile-database.reptarium.cz/Anilios/aspina?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios australis,"GRAY, 1845",https://reptile-database.reptarium.cz/Anilios/australis?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios batillus,"(WAITE, 1894)",https://reptile-database.reptarium.cz/Anilios/batillus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios bicolor,"(PETERS, 1858)",https://reptile-database.reptarium.cz/Anilios/bicolor?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios bituberculatus,"(PETERS, 1863)",https://reptile-database.reptarium.cz/Anilios/bituberculatus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios broomi,"(BOULENGER, 1898)",https://reptile-database.reptarium.cz/Anilios/broomi?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios centralis,"(STORR, 1984)",https://reptile-database.reptarium.cz/Anilios/centralis?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios chamodracaena,"(INGRAM & COVACEVICH, 1993)",https://reptile-database.reptarium.cz/Anilios/chamodracaena?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios diversus,"(WAITE, 1894)",https://reptile-database.reptarium.cz/Anilios/diversus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios endoterus,"(WAITE, 1918)",https://reptile-database.reptarium.cz/Anilios/endoterus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios erycinus,"(WERNER, 1901)",https://reptile-database.reptarium.cz/Anilios/erycinus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios fossor,"SHEA, 2015",https://reptile-database.reptarium.cz/Anilios/fossor?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios ganei,"(APLIN, 1998)",https://reptile-database.reptarium.cz/Anilios/ganei?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios grypus,"(WAITE, 1918)",https://reptile-database.reptarium.cz/Anilios/grypus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios guentheri,"(PETERS, 1865)",https://reptile-database.reptarium.cz/Anilios/guentheri?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios hamatus,"(STORR, 1981)",https://reptile-database.reptarium.cz/Anilios/hamatus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios howi,"(STORR, 1983)",https://reptile-database.reptarium.cz/Anilios/howi?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios insperatus,"VENCHI, WILSON & BORSBOOM, 2015",https://reptile-database.reptarium.cz/Anilios/insperatus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios kimberleyensis,"(STORR, 1981)",https://reptile-database.reptarium.cz/Anilios/kimberleyensis?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios leptosoma,"(ROBB, 1972)",https://reptile-database.reptarium.cz/Anilios/leptosoma?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios leucoproctus,"(BOULENGER, 1889)",https://reptile-database.reptarium.cz/Anilios/leucoproctus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios ligatus,"(PETERS, 1879)",https://reptile-database.reptarium.cz/Anilios/ligatus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios longissimus,"(APLIN, 1998)",https://reptile-database.reptarium.cz/Anilios/longissimus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios margaretae,"(STORR, 1981)",https://reptile-database.reptarium.cz/Anilios/margaretae?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios micromma,"(STORR, 1981)",https://reptile-database.reptarium.cz/Anilios/micromma?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios minimus,"(KINGHORN, 1929)",https://reptile-database.reptarium.cz/Anilios/minimus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios nema,"(SHEA & HORNER, 1997)",https://reptile-database.reptarium.cz/Anilios/nema?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios nigrescens,"GRAY, 1845",https://reptile-database.reptarium.cz/Anilios/nigrescens?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios obtusifrons,"ELLIS & DOUGHTY, 2017",https://reptile-database.reptarium.cz/Anilios/obtusifrons?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios pilbarensis,"(APLIN & DONNELLAN, 1993)",https://reptile-database.reptarium.cz/Anilios/pilbarensis?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios pinguis,"(WAITE, 1897)",https://reptile-database.reptarium.cz/Anilios/pinguis?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios proximus,"(WAITE, 1893)",https://reptile-database.reptarium.cz/Anilios/proximus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios robertsi,"(COUPER, COVACEVICH & WILSON, 1998)",https://reptile-database.reptarium.cz/Anilios/robertsi?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios silvia,"(INGRAM & COVACEVICH, 1993)",https://reptile-database.reptarium.cz/Anilios/silvia?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios splendidus,"(APLIN, 1998)",https://reptile-database.reptarium.cz/Anilios/splendidus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios systenos,"ELLIS & DOUGHTY, 2017",https://reptile-database.reptarium.cz/Anilios/systenos?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios torresianus,"(BOULENGER, 1889)",https://reptile-database.reptarium.cz/Anilios/torresianus?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios tovelli,"(LOVERIDGE, 1945)",https://reptile-database.reptarium.cz/Anilios/tovelli?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios troglodytes,"(STORR, 1981)",https://reptile-database.reptarium.cz/Anilios/troglodytes?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios unguirostris,"(PETERS, 1867)",https://reptile-database.reptarium.cz/Anilios/unguirostris?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios vagurima,"ELLIS, 2019",https://reptile-database.reptarium.cz/Anilios/vagurima?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios waitii,"(BOULENGER, 1895)",https://reptile-database.reptarium.cz/Anilios/waitii?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios wiedii,"(PETERS, 1867)",https://reptile-database.reptarium.cz/Anilios/wiedii?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios yampiensis,"(STORR, 1981)",https://reptile-database.reptarium.cz/Anilios/yampiensis?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios yirrikalae,"(KINGHORN, 1942)",https://reptile-database.reptarium.cz/Anilios/yirrikalae?search_param=%28%28taxon%3D%27snake%27%29%29
Anilios zonula,"ELLIS, 2016",https://reptile-database.reptarium.cz/Anilios/zonula?search_param=%28%28taxon%3D%27snake%27%29%29
Anilius scytale,"(LINNAEUS, 1758)",https://reptile-database.reptarium.cz/Anilius/scytale?search_param=%28%28taxon%3D%27snake%27%29%29
Anomalepis aspinosus,"TAYLOR, 1939",https://reptile-database.reptarium.cz/Anomalepis/aspinosus?search_param=%28%28taxon%3D%27snake%27%29%29
Anomalepis colombia,"MARX, 1953",https://reptile-database.reptarium.cz/Anomalepis/colombia?search_param=%28%28taxon%3D%27snake%27%29%29
Anomalepis flavapices,"PETERS, 1957",https://reptile-database.reptarium.cz/Anomalepis/flavapices?search_param=%28%28taxon%3D%27snake%27%29%29
Anomalepis mexicana,"JAN, 1860",https://reptile-database.reptarium.cz/Anomalepis/mexicana?search_param=%28%28taxon%3D%27snake%27%29%29
Anomochilus leonardi,"SMITH, 1940",https://reptile-database.reptarium.cz/Anomochilus/leonardi?search_param=%28%28taxon%3D%27snake%27%29%29
Anomochilus monticola,"DAS, LAKIM, LIM & HUI, 2008",https://reptile-database.reptarium.cz/Anomochilus/monticola?search_param=%28%28taxon%3D%27snake%27%29%29
Anomochilus weberi,"(LIDTH DE JEUDE, 1890)",https://reptile-database.reptarium.cz/Anomochilus/weberi?search_param=%28%28taxon%3D%27snake%27%29%29
Anoplohydrus aemulans,"WERNER, 1909",https://reptile-database.reptarium.cz/Anoplohydrus/aemulans?search_param=%28%28taxon%3D%27snake%27%29%29
Antaioserpens albiceps,"(BOULENGER, 1898)",https://reptile-database.reptarium.cz/Antaioserpens/albiceps?search_param=%28%28taxon%3D%27snake%27%29%29
Antaioserpens warro,"(DE VIS, 1884)",https://reptile-database.reptarium.cz/Antaioserpens/warro?search_param=%28%28taxon%3D%27snake%27%29%29
Antaresia childreni,"(GRAY, 1842)",https://reptile-database.reptarium.cz/Antaresia/childreni?search_param=%28%28taxon%3D%27snake%27%29%29
Antaresia maculosa,"(PETERS, 1873)",https://reptile-database.reptarium.cz/Antaresia/maculosa?search_param=%28%28taxon%3D%27snake%27%29%29
Antaresia papuensis,"ESQUERRÉ, DONNELLAN, PAVÓN-VÁZQUEZ, FENKER & KEOGH, 2021",https://reptile-database.reptarium.cz/Antaresia/papuensis?search_param=%28%28taxon%3D%27snake%27%29%29
Antaresia perthensis,"(STULL, 1932)",https://reptile-database.reptarium.cz/Antaresia/perthensis?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops annae,"(BREUIL, 1999)",https://reptile-database.reptarium.cz/Antillotyphlops/annae?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops catapontus,"(THOMAS, 1966)",https://reptile-database.reptarium.cz/Antillotyphlops/catapontus?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops dominicanus,"(STEJNEGER, 1904)",https://reptile-database.reptarium.cz/Antillotyphlops/dominicanus?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops geotomus,"(THOMAS, 1966)",https://reptile-database.reptarium.cz/Antillotyphlops/geotomus?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops granti,"(RUTHVEN & GAIGE, 1935)",https://reptile-database.reptarium.cz/Antillotyphlops/granti?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops guadeloupensis,"(RICHMOND, 1966)",https://reptile-database.reptarium.cz/Antillotyphlops/guadeloupensis?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops hypomethes,"(HEDGES & THOMAS, 1991)",https://reptile-database.reptarium.cz/Antillotyphlops/hypomethes?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops monastus,"(THOMAS, 1966)",https://reptile-database.reptarium.cz/Antillotyphlops/monastus?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops monensis,"(SCHMIDT, 1926)",https://reptile-database.reptarium.cz/Antillotyphlops/monensis?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops naugus,"(THOMAS, 1966)",https://reptile-database.reptarium.cz/Antillotyphlops/naugus?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops platycephalus,"(DUMÉRIL & BIBRON, 1844)",https://reptile-database.reptarium.cz/Antillotyphlops/platycephalus?search_param=%28%28taxon%3D%27snake%27%29%29
Antillotyphlops richardii,"(DUMÉRIL & BIBRON, 1844)",https://reptile-database.reptarium.cz/Antillotyphlops/richardii?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus capensis,"SMITH, 1849",https://reptile-database.reptarium.cz/Aparallactus/capensis?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus guentheri,"BOULENGER, 1895",https://reptile-database.reptarium.cz/Aparallactus/guentheri?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus jacksonii,"(GÜNTHER, 1888)",https://reptile-database.reptarium.cz/Aparallactus/jacksonii?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus lineatus,"(PETERS, 1870)",https://reptile-database.reptarium.cz/Aparallactus/lineatus?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus lunulatus,"(PETERS, 1854)",https://reptile-database.reptarium.cz/Aparallactus/lunulatus?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus modestus,"(GÜNTHER, 1859)",https://reptile-database.reptarium.cz/Aparallactus/modestus?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus moeruensis,"DE WITTE & LAURENT, 1943",https://reptile-database.reptarium.cz/Aparallactus/moeruensis?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus niger,"BOULENGER, 1897",https://reptile-database.reptarium.cz/Aparallactus/niger?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus nigriceps,"(PETERS, 1854)",https://reptile-database.reptarium.cz/Aparallactus/nigriceps?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus turneri,"LOVERIDGE, 1935",https://reptile-database.reptarium.cz/Aparallactus/turneri?search_param=%28%28taxon%3D%27snake%27%29%29
Aparallactus werneri,"BOULENGER, 1895",https://reptile-database.reptarium.cz/Aparallactus/werneri?search_param=%28%28taxon%3D%27snake%27%29%29
Aplopeltura boa,"(BOIE, 1828)",https://reptile-database.reptarium.cz/Aplopeltura/boa?search_param=%28%28taxon%3D%27snake%27%29%29
Apodora papuana,"(PETERS & DORIA, 1878)",https://reptile-database.reptarium.cz/Apodora/papuana?search_param=%28%28taxon%3D%27snake%27%29%29
Apographon orestes,"(HARVEY & MUÑOZ, 2004)",https://reptile-database.reptarium.cz/Apographon/orestes?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis adhara,"FRANÇA, BARBO, SILVA-JÚNIOR, SILVA & ZAHER, 2018",https://reptile-database.reptarium.cz/Apostolepis/adhara?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis albicollaris,"DE LEMA, 2002",https://reptile-database.reptarium.cz/Apostolepis/albicollaris?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis ambiniger,"(PETERS, 1869)",https://reptile-database.reptarium.cz/Apostolepis/ambiniger?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis arenaria,"RODRIGUES, 1993",https://reptile-database.reptarium.cz/Apostolepis/arenaria?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis assimilis,"(REINHARDT, 1861)",https://reptile-database.reptarium.cz/Apostolepis/assimilis?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis borellii,"PERACCA, 1904",https://reptile-database.reptarium.cz/Apostolepis/borellii?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis breviceps,"HARVEY, GONZALES & SCROCCHI, 2001",https://reptile-database.reptarium.cz/Apostolepis/breviceps?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis cearensis,"GOMES, 1915",https://reptile-database.reptarium.cz/Apostolepis/cearensis?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis christineae,"DE LEMA, 2002",https://reptile-database.reptarium.cz/Apostolepis/christineae?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis dimidiata,"(JAN, 1862)",https://reptile-database.reptarium.cz/Apostolepis/dimidiata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis dorbignyi,"(SCHLEGEL, 1837)",https://reptile-database.reptarium.cz/Apostolepis/dorbignyi?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis flavotorquata,"(DUMÉRIL, BIBRON  & DUMÉRIL, 1854)",https://reptile-database.reptarium.cz/Apostolepis/flavotorquata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis gaboi,"RODRIGUES, 1993",https://reptile-database.reptarium.cz/Apostolepis/gaboi?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis goiasensis,"PRADO, 1942",https://reptile-database.reptarium.cz/Apostolepis/goiasensis?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis intermedia,"KOSLOWSKY, 1898",https://reptile-database.reptarium.cz/Apostolepis/intermedia?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis kikoi,"SANTOS, ENTIAUSPE-NETO, SILVA-ARAÚJO, SOUZA, LEMA, STRÜSSMANN & ALBUQUERQUE, 2018",https://reptile-database.reptarium.cz/Apostolepis/kikoi?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis lineata,"COPE, 1887",https://reptile-database.reptarium.cz/Apostolepis/lineata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis longicaudata,"GOMES, 1921",https://reptile-database.reptarium.cz/Apostolepis/longicaudata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis multicincta,"HARVEY, 1999",https://reptile-database.reptarium.cz/Apostolepis/multicincta?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis nelsonjorgei,"DE LEMA & RENNER, 2004",https://reptile-database.reptarium.cz/Apostolepis/nelsonjorgei?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis niceforoi,"AMARAL, 1935",https://reptile-database.reptarium.cz/Apostolepis/niceforoi?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis nigrolineata,"(PETERS, 1869)",https://reptile-database.reptarium.cz/Apostolepis/nigrolineata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis nigroterminata,"BOULENGER, 1896",https://reptile-database.reptarium.cz/Apostolepis/nigroterminata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis phillipsae,"HARVEY, 1999",https://reptile-database.reptarium.cz/Apostolepis/phillipsae?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis polylepis,"AMARAL, 1922",https://reptile-database.reptarium.cz/Apostolepis/polylepis?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis pymi,"BOULENGER, 1903",https://reptile-database.reptarium.cz/Apostolepis/pymi?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis quinquelineata,"BOULENGER, 1896",https://reptile-database.reptarium.cz/Apostolepis/quinquelineata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis quirogai,"GIRAUDO & SCROCCHI, 1998",https://reptile-database.reptarium.cz/Apostolepis/quirogai?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis rondoni,"AMARAL, 1925",https://reptile-database.reptarium.cz/Apostolepis/rondoni?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis sanctaeritae,"WERNER, 1924",https://reptile-database.reptarium.cz/Apostolepis/sanctaeritae?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis serrana,"DE LEMA & RENNER, 2006",https://reptile-database.reptarium.cz/Apostolepis/serrana?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis striata,"DE LEMA, 2004",https://reptile-database.reptarium.cz/Apostolepis/striata?search_param=%28%28taxon%3D%27snake%27%29%29
Apostolepis tenuis,"RUTHVEN, 1927",https://reptile-database.reptarium.cz/Apostolepis/tenuis?search_param=%28%28taxon%3D%27snake%27%29%29
